location,city,state,startmonth,finishmonth,startdate,finishdate,year,lat,lon,tournament_link
smith mountain lake,moneta,virginia,June,June,7,10,2007,37.1826516,-79.6195556,https://www.bassmaster.com/tournaments/2007-elite-series-blue-ridge-brawl
grand lake,grove,oklahoma,June,June,21,24,2007,36.5936863,-94.76911860000001,https://www.bassmaster.com/tournaments/2007-elite-series-sooner-run
harris chain of lakes,leesburg,florida,November,November,16,18,2006,28.810823,-81.87785819999999,https://www.bassmaster.com/tournaments/2006-opens-wild-card-qualifier
california delta,stockton,california,March,March,22,25,2007,37.9577016,-121.2907796,https://www.bassmaster.com/tournaments/2007-elite-series-duel-delta
potomac river,charles county,maryland,August,August,10,13,2006,38.5221781,-77.10249019999999,https://www.bassmaster.com/tournaments/2006-elite-series-capitol-clash
lake wallenpaupack,tafton,pennsylvania,July,July,16,16,2006,41.404534,-75.1829535,https://www.bassmaster.com/tournaments/liberty-2-tafton-bo
high rock lake,salisbury,north carolina,July,July,17,17,2005,35.6709727,-80.4742261,https://www.bassmaster.com/tournaments/bassmaster-series-virginianorth-carolin-4
california delta waterway,stockton,california,April,April,10,13,2003,37.9577016,-121.2907796,https://www.bassmaster.com/tournaments/2003-bassmaster-tour-7
lake wheeler,rogersville,alabama,March,March,28,31,2001,34.8256425,-87.2947417,https://www.bassmaster.com/tournaments/alabama-top-150-pro-3
santee cooper,manning,south carolina,March,March,20,23,2003,33.6951627,-80.2109134,https://www.bassmaster.com/tournaments/2003-bassmaster-tour-6
red river,shreveport/bossier city,louisiana,October,November,31,3,2001,32.5159852,-93.7321228,https://www.bassmaster.com/tournaments/2001-louisiana-bassmaster-tour
lake st. clair,mt. clemens,michigan,August,August,22,25,2001,42.5972563,-82.8779754,https://www.bassmaster.com/tournaments/2001-michigan-bassmaster-tour
louisiana delta,new orleans,louisiana,September,September,20,23,2000,29.95106579999999,-90.0715323,https://www.bassmaster.com/tournaments/louisiana-top-150-pro-0
potomac river,charles county,maryland,August,August,23,26,2000,38.5221781,-77.10249019999999,https://www.bassmaster.com/tournaments/maryland-top-150-pro-1
lake wheeler,decatur,alabama,May,May,10,13,2000,34.6059253,-86.9833417,https://www.bassmaster.com/tournaments/alabama-top-150-pro-1
lake murray,columbia,south carolina,March,March,21,26,2000,34.0007104,-81.0348144,https://www.bassmaster.com/tournaments/megabucks-pro-0
potomac river,charles county,maryland,October,October,13,16,1999,38.5221781,-77.10249019999999,https://www.bassmaster.com/tournaments/maryland-top-150-pro-0
old hickory lake,hendersonville,tennessee,May,May,11,16,1999,36.3047735,-86.6199957,https://www.bassmaster.com/tournaments/1999-bassmaster-megabucks
st. johns river,palatka,florida,April,April,3,6,1985,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/1985-super-bass-iv
kissimmee chain of lakes,kissimmee,florida,January,January,12,15,2000,28.2919557,-81.40757099999999,https://www.bassmaster.com/tournaments/florida-top-150-pro-0
richard b. russell lake,elberton,georgia,April,April,9,11,1998,34.1112226,-82.8670839,https://www.bassmaster.com/tournaments/georgia-bassmaster-top-100
louisiana delta,new orleans,louisiana,February,February,18,20,2011,29.95106579999999,-90.0715323,https://www.bassmaster.com/tournaments/2011-bassmaster-classic
lake neely henry,gadsden,alabama,May,May,15,17,1997,34.014264,-86.0066386,https://www.bassmaster.com/tournaments/alabama-top-100-pro-1
richland chambers reservoir,corsicana/dallas,texas,March,March,17,23,1997,32.774721,-96.79348700000001,https://www.bassmaster.com/tournaments/megabucks-boater-1
potomac river,charles county,maryland,September,September,26,28,1996,38.5221781,-77.10249019999999,https://www.bassmaster.com/tournaments/maryland-top-100-pro-0
bull shoals lake,bull shoals,arkansas,May,May,8,11,1991,36.383956,-92.58155269999999,https://www.bassmaster.com/tournaments/top-100-pro-division-0
smith lake,jasper,alabama,March,March,6,8,2014,33.8312185,-87.2775053,https://www.bassmaster.com/tournaments/2014-bass-pro-shops-southern-open-2-presented-allstate
lake murray,columbia,south carolina,March,March,20,23,1996,34.0007104,-81.0348144,https://www.bassmaster.com/tournaments/sc-top-100-pro-div-0
douglas lake,dandridge,tennessee,April,April,4,6,2013,36.0153693,-83.4148895,https://www.bassmaster.com/tournaments/2013-bass-pro-shops-southern-open-2
santee cooper lakes,manning,south carolina,May,May,3,5,2007,33.6951627,-80.2109134,https://www.bassmaster.com/tournaments/2007-southern-open-2
null,corsicana/dallas,texas,March,March,4,10,1996,32.774721,-96.79348700000001,https://www.bassmaster.com/tournaments/1996-bassmaster-megabucks
tennessee river,chattanooga,tennessee,June,June,4,7,1986,35.0456297,-85.3096801,https://www.bassmaster.com/tournaments/1986-super-invitational
cypress black bayou lake,shreveport/bossier city,louisiana,October,October,16,18,2009,32.5159852,-93.7321228,https://www.bassmaster.com/tournaments/2009-wbt-championship
hudson river,catskill,new york,September,September,20,23,1995,42.21460709999999,-73.95949399999999,https://www.bassmaster.com/tournaments/1995-new-york-bassmaster-top-100
clarks hill reservoir,augusta,georgia,March,March,3,6,2005,33.4734978,-82.0105148,https://www.bassmaster.com/tournaments/2005-bassmaster-tour-4
toledo bend reservoir,hemphill,texas,June,June,25,27,1980,31.3407403,-93.846852,https://www.bassmaster.com/tournaments/1980-texas-invitationalwest
lake guntersville,scottsboro,alabama,July,July,23,25,1980,34.6723069,-86.03414629999999,https://www.bassmaster.com/tournaments/1980-bass-champs
albemarle,elizabeth,north carolina,May,May,21,23,1980,36.2946008,-76.2510461,https://www.bassmaster.com/tournaments/1980-north-carolina-invitationaleast
lake powell,page,arizona,March,March,21,23,1979,36.91472220000001,-111.4558333,https://www.bassmaster.com/tournaments/1979-arizona-invitational
lake texoma,pottsboro,texas,September,September,26,28,1979,33.759271,-96.6694402,https://www.bassmaster.com/tournaments/bass-masters-classic-4
millwood reservoir,ashdown,arkansas,July,July,18,20,1979,33.6742867,-94.1313054,https://www.bassmaster.com/tournaments/1979-arkansas-invitational
arkansas river,little rock,arkansas,June,June,4,6,2009,34.7464809,-92.28959479999999,https://www.bassmaster.com/tournaments/2009-wbt-3
old hickory lake,hendersonville,tennessee,September,September,10,12,2009,36.3047735,-86.6199957,https://www.bassmaster.com/tournaments/2009-wbt-4
ouachita river,west monroe,louisiana,April,April,23,25,2009,32.5184775,-92.14763529999999,https://www.bassmaster.com/tournaments/2009-wbt-2
red river,shreveport,louisiana,September,September,20,22,2007,32.5251516,-93.7501789,https://www.bassmaster.com/tournaments/2007-wbt-5
lake hamilton,hot springs,arkansas,October,October,23,25,2008,34.5037004,-93.0551795,https://www.bassmaster.com/tournaments/2008-wbt-championship
lake amistad,del rio,texas,February,February,8,10,2007,29.3708857,-100.8958674,https://www.bassmaster.com/tournaments/womens-bassmaster-tour-stop-1-bo-0
lake dardanelle,russellville,arkansas,March,March,29,31,2007,35.2784173,-93.1337856,https://www.bassmaster.com/tournaments/2007-wbt-2
harris chain of lakes,leesburg,florida,January,February,29,1,2004,28.810823,-81.87785819999999,https://www.bassmaster.com/tournaments/2004-bassmaster-tour-1
toledo bend reservoir,zwolle,louisiana,March,March,5,7,1975,31.6315626,-93.6440698,https://www.bassmaster.com/tournaments/1975-louisiana-invitational
sam rayburn reservoir,jasper,texas,February,February,10,12,2000,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/texas-invitational-15
lake powell,page,arizona,March,March,18,20,1999,36.91472220000001,-111.4558333,https://www.bassmaster.com/tournaments/arizona-invitational-1
lake of the ozarks,selma,alabama,August,August,14,14,2005,32.4073589,-87.02110069999999,https://www.bassmaster.com/tournaments/bassmaster-series-south-alabama-3-bo
lake shasta,redding,california,November,November,19,21,1998,40.5865396,-122.3916754,https://www.bassmaster.com/tournaments/1998-california-western-invitational
columbia river,kennewick,washington,October,October,1,3,1998,46.2086683,-119.119948,https://www.bassmaster.com/tournaments/1998-washington-western-invitational
bull shoals lake,bull shoals,arkansas,April,April,2,4,1975,36.383956,-92.58155269999999,https://www.bassmaster.com/tournaments/arkansas-invitational-1
lake lanier,suwanee,georgia,December,December,4,7,1991,34.0514898,-84.0712997,https://www.bassmaster.com/tournaments/1991-georgia-bassmaster-top-100
lake guntersville,guntersville,alabama,September,September,17,17,2006,34.3581473,-86.29470409999999,https://www.bassmaster.com/tournaments/crimson-4-guntersville-bo
neely henry lake,gadsden,alabama,May,May,21,21,2006,34.014264,-86.0066386,https://www.bassmaster.com/tournaments/crimson-3-gadsden-bo
lake wheeler,rogersville,alabama,March,March,26,26,2006,34.8256425,-87.2947417,https://www.bassmaster.com/tournaments/crimson-2-rogersville-bo
kentucky lake,gilbertsville,kentucky,April,April,7,9,1993,37.0244948,-88.3024934,https://www.bassmaster.com/tournaments/1993-kentucky-invitational
lake guntersville,guntersville,alabama,March,March,5,5,2006,34.3581473,-86.29470409999999,https://www.bassmaster.com/tournaments/crimson-1-guntersville-bo
sam rayburn reservoir,jasper,texas,March,March,17,19,1993,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/texas-invitational-8
lake eufaula,eufaula,alabama,February,February,17,19,1993,31.8912717,-85.1454876,https://www.bassmaster.com/tournaments/alabama-invitational-8
grand lake,afton,oklahoma,November,November,4,6,1992,36.693687,-94.9630171,https://www.bassmaster.com/tournaments/1992-oklahoma-invitational
st. lawrence river,clayton,new york,September,September,16,18,1992,44.2025064,-76.0826811,https://www.bassmaster.com/tournaments/new-york-invitational-8
buggs island reservoir,south hill,virginia,May,May,6,8,1992,36.726532,-78.1288857,https://www.bassmaster.com/tournaments/1992-virginia-invitational
lake guntersville,guntersville,alabama,April,April,15,17,1992,34.3581473,-86.29470409999999,https://www.bassmaster.com/tournaments/1992-alabama-invitational
sam rayburn reservoir,jasper,texas,March,March,18,20,1992,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/texas-invitational-7
harris chain of lakes,leesburg,florida,January,January,22,24,1992,28.810823,-81.87785819999999,https://www.bassmaster.com/tournaments/1992-florida-invitational
bayou black,gibson,louisiana,May,May,29,29,2005,29.68687559999999,-90.990653,https://www.bassmaster.com/tournaments/bassmaster-series-louisiana-4-0
sam rayburn reservoir,jasper,texas,March,March,13,16,1991,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/1991-texas-bassmaster-top-100
lake martin,alexander city,alabama,December,December,5,8,1990,32.944012,-85.9538532,https://www.bassmaster.com/tournaments/1990-alabama-bassmaster-top-100
buggs island reservoir,south hill,virginia,October,October,17,20,1990,36.726532,-78.1288857,https://www.bassmaster.com/tournaments/1990-virginia-bassmaster-top-100
table rock lake,kimberling city,missouri,April,May,29,1,1971,36.6333962,-93.4168531,https://www.bassmaster.com/tournaments/1971-table-rock-national
lake livingston,livingston,texas,March,March,15,17,1989,30.711029,-94.9329898,https://www.bassmaster.com/tournaments/1989-texas-invitational
west point lake,lagrange,georgia,December,December,10,12,1986,33.0362218,-85.0322444,https://www.bassmaster.com/tournaments/1986-georgia-invitational
truman lake,warsaw,missouri,October,October,17,19,1984,38.2430811,-93.3818711,https://www.bassmaster.com/tournaments/1984-truman-lake-invitational
douglas lake,dandridge,tennessee,May,May,29,31,2014,36.0153693,-83.4148895,https://www.bassmaster.com/tournaments/bass-pro-shops-northern-open-1-presented-allstate
st. lawrence river,alexandria bay & clayton,new york,June,June,22,27,1987,44.3358836,-75.9177309,https://www.bassmaster.com/tournaments/1987-bassmaster-team-championship
hudson river,catskill,new york,October,October,1,3,1986,42.21460709999999,-73.95949399999999,https://www.bassmaster.com/tournaments/1986-new-york-invitational
st. lawrence river,clayton,new york,September,September,25,27,1985,44.2025064,-76.0826811,https://www.bassmaster.com/tournaments/1985-new-york-invitational
lake lanier,buford,georgia,December,December,11,13,1985,34.1206564,-84.0043513,https://www.bassmaster.com/tournaments/1985-georgia-invitational
sam rayburn reservoir,sam rayburn,texas,February,March,27,1,1985,31.0640841,-94.03574499999999,https://www.bassmaster.com/tournaments/1985-texas-invitational
st. johns river,palatka,florida,November,November,7,9,1984,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/1984-st-johns-invitational
clear lake,lakeport,california,November,November,18,20,2004,39.0429506,-122.9158293,https://www.bassmaster.com/tournaments/2004-western-open-3
hudson river,catskill,new york,September,September,27,29,1984,42.21460709999999,-73.95949399999999,https://www.bassmaster.com/tournaments/1984-hudson-river-invitational
west point lake,lanett,alabama,June,June,15,17,1977,32.86873910000001,-85.1904971,https://www.bassmaster.com/tournaments/1977-alabama-invitational
greers ferry reservoir,fairfield bay,arkansas,May,May,11,13,1977,35.5942441,-92.27793240000001,https://www.bassmaster.com/tournaments/1977-arkansas-invitational
high rock lake,lexington,north carolina,July,July,9,9,2006,35.8240265,-80.2533838,https://www.bassmaster.com/tournaments/tar-heel-3-lexington-bo
oneida lake,syracuse,new york,October,October,8,8,2006,43.0481221,-76.14742439999999,https://www.bassmaster.com/tournaments/adirondack-4-syracuse-bo
bull shoals lake,theodesia,missouri,September,September,14,16,2006,36.5828412,-92.6760005,https://www.bassmaster.com/tournaments/2006-wbt-5-0
clark hill lake,thomson,georgia,September,September,24,24,2006,33.4706927,-82.50457329999999,https://www.bassmaster.com/tournaments/granite-4-thomson-bo
lake keowee,seneca,south carolina,February,February,12,12,2006,34.6856555,-82.9532036,https://www.bassmaster.com/tournaments/granite-1-seneca-bo
lake russell,elberton,georgia,April,April,9,9,2006,34.1112226,-82.8670839,https://www.bassmaster.com/tournaments/granite-3-elberton-bo
lake hartwell,seneca,south carolina,March,March,12,12,2006,34.6856555,-82.9532036,https://www.bassmaster.com/tournaments/granite-2-seneca-bo
oneida lake,syracuse,new york,August,August,1,3,2013,43.0481221,-76.14742439999999,https://www.bassmaster.com/tournaments/2013-bass-pro-shops-northern-open-2
connecticut river,hartford,connecticut,September,September,21,24,1994,41.7658043,-72.6733723,https://www.bassmaster.com/tournaments/1994-connecticut-bassmaster-top-100
lake okeechobee,okeechobee city,florida,December,December,3,5,1998,27.2439349,-80.82978279999999,https://www.bassmaster.com/tournaments/florida-invitational-15
st. johns river,palatka,florida,January,January,21,23,1999,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/florida-invitational-16
lake hartwell,hartwell,georgia,May,May,14,16,1998,34.3528825,-82.932087,https://www.bassmaster.com/tournaments/georgia-invitational-4
santee cooper lakes,manning,south carolina,February,February,19,21,1998,33.6951627,-80.2109134,https://www.bassmaster.com/tournaments/south-carolina-inv-2
buggs island reservoir,south hill,virginia,October,October,23,25,1997,36.726532,-78.1288857,https://www.bassmaster.com/tournaments/virginia-invitational-11
buggs island reservoir,south hill,virginia,October,October,1,3,1998,36.726532,-78.1288857,https://www.bassmaster.com/tournaments/virginia-invitational-12
lake lanier,buford,georgia,March,March,28,30,1984,34.1206564,-84.0043513,https://www.bassmaster.com/tournaments/1984-georgia-invitationaleast
truman reservoir,warsaw,missouri,October,October,5,7,1983,38.2430811,-93.3818711,https://www.bassmaster.com/tournaments/1983-missouri-invitationalwest
st. lawrence river,clayton,new york,September,September,18,20,1997,44.2025064,-76.0826811,https://www.bassmaster.com/tournaments/new-york-invitational-9
mississippi river,fort madison,iowa,July,July,20,22,2006,40.6297634,-91.31453499999999,https://www.bassmaster.com/tournaments/2006-northern-tour-2
table rock lake,kimberling city,missouri,March,April,31,3,2005,36.6333962,-93.4168531,https://www.bassmaster.com/tournaments/2005-tour-6
atchafalaya river basin,morgan city,louisiana,November,November,5,7,2009,29.6993748,-91.20676999999999,https://www.bassmaster.com/tournaments/2009-central-open-3
toledo bend reservoir,many,louisiana,December,December,4,7,2003,31.5687848,-93.4840645,https://www.bassmaster.com/tournaments/2003-open-championship
louisiana delta,new orleans,louisiana,August,August,1,3,2003,29.95106579999999,-90.0715323,https://www.bassmaster.com/tournaments/2003-bassmaster-classic
lake wylie,charlotte,north carolina,July,August,30,1,2004,35.2270869,-80.8431267,https://www.bassmaster.com/tournaments/2004-bassmaster-classic
ouachita river,west monroe,louisiana,December,December,2,5,2004,32.5184775,-92.14763529999999,https://www.bassmaster.com/tournaments/2004-open-championship
clear lake,clearlake,california,April,April,3,6,2003,38.9582307,-122.6263728,https://www.bassmaster.com/tournaments/2003-bassmaster-tour-8
alabama river,montgomery,alabama,May,May,22,25,2003,32.3792233,-86.3077368,https://www.bassmaster.com/tournaments/2003-bassmaster-tour-10
louisiana delta,new orleans,louisiana,August,August,2,4,2001,29.95106579999999,-90.0715323,https://www.bassmaster.com/tournaments/bass-masters-classic-21
lake saint clair,mt. clement,michigan,July,July,23,23,2006,42.5972563,-82.8779754,https://www.bassmaster.com/tournaments/wolverine-2-mt-clement-bo
ohio river,cannellton,indiana,June,June,11,11,2006,37.9114446,-86.7444321,https://www.bassmaster.com/tournaments/indy-3-cannellton-bo
sam rayburn reservoir,jasper,texas,June,June,4,4,2006,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/lone-star-se-tx-3-jasper-bo
lake seminole,bainbridge,georgia,February,February,22,25,1995,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/ga-top-100-pro-div-2
lake murray,columbia,south carolina,March,March,20,25,1995,34.0007104,-81.0348144,https://www.bassmaster.com/tournaments/megabucks-boater-0
lay lake,birmingham,alabama,August,August,8,10,1996,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/bass-masters-classic-16
lake norman,mooresville,north carolina,October,October,19,22,1994,35.5859146,-80.8081413,https://www.bassmaster.com/tournaments/nc-top-100-pro-div-1
lake norman,mooresville,north carolina,May,May,11,14,1994,35.5859146,-80.8081413,https://www.bassmaster.com/tournaments/nc-top-100-pro-div-0
lake seminole,bainbridge,georgia,March,March,23,26,1994,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/ga-top-100-pro-div-1
lake guntersville,guntersville,alabama,October,October,12,17,1992,34.3581473,-86.29470409999999,https://www.bassmaster.com/tournaments/1992-bassmaster-megabucks-0
st. johns river,palatka,florida,February,February,19,22,1992,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/1992-florida-bassmaster-top-100
chesapeake bay,baltimore,maryland,August,August,22,24,1991,39.2903848,-76.6121893,https://www.bassmaster.com/tournaments/bass-masters-classic-11
james river,richmond,virginia,August,August,23,25,1990,37.5407246,-77.4360481,https://www.bassmaster.com/tournaments/bass-masters-classic-10
lake martin,alexander city,alabama,December,December,6,9,1989,32.944012,-85.9538532,https://www.bassmaster.com/tournaments/1989-alabama-bassmaster-top-100
buggs island reservoir,south hill,virginia,October,October,11,14,1989,36.726532,-78.1288857,https://www.bassmaster.com/tournaments/1989-virginia-bassmaster-top-100
chickamauga lake,chattanooga,tennessee,May,May,9,12,1990,35.0456297,-85.3096801,https://www.bassmaster.com/tournaments/1990-tennessee-bassmaster-top-100
potomac river,waldorf,maryland,September,September,20,23,1989,38.6265124,-76.9105483,https://www.bassmaster.com/tournaments/1989-maryland-top-100
sam rayburn reservoir,sam rayburn,texas,June,June,7,10,1989,31.0640841,-94.03574499999999,https://www.bassmaster.com/tournaments/1989-texas-bassmaster-top-100
lake mead,las vegas,nevada,April,April,12,14,1989,36.1699412,-115.1398296,https://www.bassmaster.com/tournaments/1989-nevada-invitational
harris chain of lakes,leesburg,florida,February,February,20,25,1989,28.810823,-81.87785819999999,https://www.bassmaster.com/tournaments/1989-bass-megabucks
ohio river,louisville,kentucky,August,August,13,15,1987,38.2526647,-85.7584557,https://www.bassmaster.com/tournaments/bass-masters-classic-9
lake okeechobee,clewiston,florida,October,October,29,31,1986,26.7542312,-80.93367529999999,https://www.bassmaster.com/tournaments/1986-florida-invitational-0
lake okeechobee,clewiston,florida,February,February,19,21,1986,26.7542312,-80.93367529999999,https://www.bassmaster.com/tournaments/1986-florida-invitational
arkansas river,pine bluff,arkansas,August,August,15,17,1985,34.2284312,-92.00319549999999,https://www.bassmaster.com/tournaments/bass-masters-classic-7
tennessee river,chattanooga,tennessee,August,August,14,16,1986,35.0456297,-85.3096801,https://www.bassmaster.com/tournaments/bass-masters-classic-8
sam rayburn reservoir,sam rayburn,texas,February,March,29,2,1984,31.0640841,-94.03574499999999,https://www.bassmaster.com/tournaments/1984-texas-invitationalwest
alabama river,montgomery,alabama,October,October,14,16,1982,32.3792233,-86.3077368,https://www.bassmaster.com/tournaments/1982-bassmaster-classic
seneca lake,watkins glen,new york,September,September,14,16,1983,42.3806287,-76.8732921,https://www.bassmaster.com/tournaments/1983-watkins-glen-invitationaleast
ohio river,cincinnati,ohio,August,August,4,6,1983,39.1031182,-84.5120196,https://www.bassmaster.com/tournaments/1983-bassmaster-classic
alabama river,montgomery,alabama,October,October,15,17,1981,32.3792233,-86.3077368,https://www.bassmaster.com/tournaments/bass-masters-classic-5
st. lawrence river,alexandria bay,new york,September,September,24,26,1980,44.3358836,-75.9177309,https://www.bassmaster.com/tournaments/1980-bassmaster-classic
ross barnett reservoir,jackson,mississippi,October,October,25,27,1978,32.2987573,-90.1848103,https://www.bassmaster.com/tournaments/bass-masters-classic-3
kissimmee chain of lakes,kissimmee,florida,October,October,26,28,1977,28.2919557,-81.40757099999999,https://www.bassmaster.com/tournaments/bass-masters-classic-2
west point lake,lanett,alabama,October,October,2,2,2005,32.86873910000001,-85.1904971,https://www.bassmaster.com/tournaments/bassmaster-series-georgia-5-bo
lake oconee,buckhead,georgia,May,May,22,23,2005,33.8372663,-84.406761,https://www.bassmaster.com/tournaments/bassmaster-series-georgia-4-bo
lake seminole,bainbridge,georgia,February,February,27,27,2005,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/bassmaster-series-georgia-1
lake eufaula,eufaula,alabama,April,April,17,17,2005,31.8912717,-85.1454876,https://www.bassmaster.com/tournaments/bassmaster-series-georgia-3-0
lake murray,prosperity,south carolina,June,June,4,4,2006,34.2093079,-81.5331602,https://www.bassmaster.com/tournaments/palmetto-4-prosperity-bo
lake murray,prosperity,south carolina,April,April,2,2,2006,34.2093079,-81.5331602,https://www.bassmaster.com/tournaments/palmetto-2-prosperity-bo
santee cooper,manning,south carolina,April,April,23,23,2006,33.6951627,-80.2109134,https://www.bassmaster.com/tournaments/palmetto-3-manning-bo
santee cooper,manning,south carolina,February,February,26,26,2006,33.6951627,-80.2109134,https://www.bassmaster.com/tournaments/palmetto-1-manning-bo
high rock lake,salisbury,north carolina,August,August,28,28,2005,35.6709727,-80.4742261,https://www.bassmaster.com/tournaments/bassmaster-series-south-carolina-5-bo
lake wylie,lake wylie,south carolina,May,May,15,15,2005,35.108476,-81.0428538,https://www.bassmaster.com/tournaments/bassmaster-series-south-carolina-3-bo
santee cooper lakes,manning,south carolina,April,April,24,24,2005,33.6951627,-80.2109134,https://www.bassmaster.com/tournaments/bassmaster-series-south-carolina-2-bo
santee cooper lakes,manning,south carolina,March,March,6,6,2005,33.6951627,-80.2109134,https://www.bassmaster.com/tournaments/bassmaster-series-south-carolina-1
detroit river,detroit,michigan,July,July,19,21,2012,42.331427,-83.0457538,https://www.bassmaster.com/tournaments/2012-bass-pro-shops-northern-open-2
james river,richmond,virginia,June,June,14,16,2012,37.5407246,-77.4360481,https://www.bassmaster.com/tournaments/2012-bass-pro-shops-northern-open-1
lake lewisville,lake lewisville,texas,May,May,18,20,2006,33.109472,-96.9713981,https://www.bassmaster.com/tournaments/2006-wbt-2-0
lay lake,clanton,alabama,May,May,1,1,2005,32.8387371,-86.6294262,https://www.bassmaster.com/tournaments/bassmaster-series-south-alabama-4-0
lake eufaula,eufaula,alabama,March,March,6,6,2005,31.8912717,-85.1454876,https://www.bassmaster.com/tournaments/bassmaster-series-south-alabama-2-0
lake martin,alexander city,alabama,February,February,13,13,2005,32.944012,-85.9538532,https://www.bassmaster.com/tournaments/bassmaster-series-south-alabama-1-0
table rock lake,kimberling city,missouri,April,April,4,6,1996,36.6333962,-93.4168531,https://www.bassmaster.com/tournaments/1996-missouri-central-invitational-0
lake seminole,bainbridge,georgia,March,March,23,26,1994,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/ga-top-100-am-div-1
harris chain,leesburg,florida,March,March,26,26,2006,28.810823,-81.87785819999999,https://www.bassmaster.com/tournaments/cypress-2-leesburg-bo
st. john's river,palatka,florida,May,May,7,7,2006,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/cypress-3-palatka-bo
alabama river,selma,alabama,September,September,24,24,2006,32.4073589,-87.02110069999999,https://www.bassmaster.com/tournaments/tiger-4-selma-bo
lake tohopekaliga,kissimmee,florida,January,January,29,29,2006,28.2919557,-81.40757099999999,https://www.bassmaster.com/tournaments/cypress-1-kissimmee-bo
sam rayburn reservoir,jasper,texas,March,March,5,5,2006,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/lone-star-se-tx-1-jasper-bo
lake martin,alexander city,alabama,February,February,12,12,2006,32.944012,-85.9538532,https://www.bassmaster.com/tournaments/tiger-1-alexander-city-bo
lake eufaula,eufaula,alabama,April,April,23,23,2006,31.8912717,-85.1454876,https://www.bassmaster.com/tournaments/tiger-2-eufaula-bo
lay lake,columbiana,alabama,June,June,4,4,2006,33.1781718,-86.6072054,https://www.bassmaster.com/tournaments/tiger-3-columbiana-bo
alabama river,prattville,alabama,September,September,25,25,2005,32.4640245,-86.4596966,https://www.bassmaster.com/tournaments/bassmaster-series-south-alabama-5-bo
lake eufaula,eufaula,oklahoma,August,August,5,7,1970,35.2873206,-95.582484600000015,https://www.bassmaster.com/tournaments/1970-oklahoma-national
illinois river,peoria,illinois,June,June,8,10,1995,40.6936488,-89.5889864,https://www.bassmaster.com/tournaments/1995-bassmaster-superstars
illinois river,peoria,illinois,June,June,9,11,1994,40.6936488,-89.5889864,https://www.bassmaster.com/tournaments/bassmaster-superstars-0
lake eufaula,eufaula,alabama,July,July,10,12,1969,31.8912717,-85.1454876,https://www.bassmaster.com/tournaments/1969-eufaula-national
illinois river,peoria,illinois,June,June,10,12,1993,40.6936488,-89.5889864,https://www.bassmaster.com/tournaments/1993-bassmaster-superstars
logan martin lake,birmingham,alabama,August,August,12,14,1993,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/bass-masters-classic-13
logan martin lake,birmingham,alabama,July,August,30,1,1992,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/bass-masters-classic-12
james river,richmond,virginia,August,August,13,19,1989,37.5407246,-77.4360481,https://www.bassmaster.com/tournaments/1989-bassmaster-classic
1000 islands,clayton,new york,September,September,24,24,2006,44.2025064,-76.0826811,https://www.bassmaster.com/tournaments/adirondack-3-clayton-bo
lake erie,sandusky,ohio,September,September,10,10,2006,41.4561754,-82.71168209999999,https://www.bassmaster.com/tournaments/ohio-valley-4-sandusky-bo
santee cooper lakes,summerton,south carolina,June,June,4,6,1975,33.60821840000001,-80.3511953,https://www.bassmaster.com/tournaments/south-carolina-invitati-0
lake seminole,bainbridge,georgia,February,February,20,20,2005,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/bassmaster-series-panhandle-2-0
ferguson - mississippi river,greenville,mississippi,June,June,12,12,2005,33.399661,-91.0377029,https://www.bassmaster.com/tournaments/bassmaster-series-mississippi-5
ross barnett reservoir,ridgeland,mississippi,September,September,25,25,2005,32.4284761,-90.1323087,https://www.bassmaster.com/tournaments/bassmaster-series-mississippi-5-bo
lake erie,sandusky,ohio,September,September,24,26,2015,41.4561754,-82.71168209999999,https://www.bassmaster.com/tournaments/2015-bass-pro-shops-northern-open-3
lake st. clair,detroit,michigan,September,September,4,6,2014,42.331427,-83.0457538,https://www.bassmaster.com/tournaments/bass-pro-shops-northern-open-3-presented-allstate
pickwick lake,pickwick,tennessee,June,June,13,15,1973,35.0639134,-88.24721919999999,https://www.bassmaster.com/tournaments/1973-bass-chapter-championship
st. johns river,palatka,florida,June,June,19,19,2005,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/bassmaster-series-panhandle-4-0
